lat,long,cpu_min,cpu_max,cpu_avg,disk_min,disk_max,disk_avg,temp_min,temp_max,temp_avg
55.42094,56.55426,0.0456,0.4739,0.7333,0.3023,0.5462,0.64,90.32,61.89,89.43
16.96975,121.72924,0.0835,0.0479,0.0961,0.4189,0.4583,0.4141,46.1,57.08,66.82
-6.8843,112.4529,0.6364,0.7901,0.7327,0.1122,0.7445,0.5564,14.95,13.77,68.79
63.54878,23.68845,0.9397,0.4091,0.5731,0.556,0.2777,0.063,21.84,31.57,65.25
47.16146,37.48934,0.3043,0.6457,0.0139,0.6997,0.9273,0.1953,75.09,86.71,16.89
37.07833,115.94139,0.6773,0.8932,0.3357,0.2837,0.3063,0.3407,72.01,45.75,60.59
-34.86028,-56.05222,0.6226,0.8843,0.1675,0.9361,0.9082,0.712,64.51,28.53,88.21
-9.6165,124.742,0.2364,0.3241,0.438,0.9422,0.1574,0.7323,28.18,49.9,47.44
21.46002,95.3884,0.8428,0.008,0.3354,0.3111,0.5427,0.7713,90.11,38.02,87.93
31.31913,34.34005,0.6593,0.9709,0.103,0.4894,0.8832,0.1386,30.51,14.07,40.84
-8.2133,111.4752,0.1357,0.1262,0.1176,0.2567,0.1926,0.8742,53.25,97.96,77.94
59.6162,16.5528,0.2944,0.957,0.4121,0.9539,0.0451,0.5808,23.22,1.75,89.74
26.33826,31.89161,0.1152,0.3619,0.6688,0.752,0.4249,0.7269,47.19,87.09,66.11
53.85972,-6.54056,0.1935,0.3504,0.1982,0.4907,0.9602,0.8253,62.56,44.3,63.09
51.8796,4.5059,0.3475,0.5561,0.6781,0.5236,0.2134,0.0977,25.95,66.37,71.88
-6.6602,111.1025,0.371,0.8662,0.6535,0.7959,0.4664,0.6284,94.35,42.5,35.98
30.18268,110.16211,0.1637,0.0632,0.7408,0.2268,0.2494,0.3396,97.89,85.33,88.69
27.52948,68.7617,0.9521,0.498,0.2667,0.8392,0.4646,0.3251,27.18,22.14,68.97
20.98962,106.5551,0.1496,0.1303,0.4606,0.0186,0.5137,0.6374,84.65,35.71,83.11
59.6553,12.5852,0.8173,0.0946,0.1181,0.5505,0.7863,0.6884,33.7,50.3,95.82
41.5759,-8.4704,0.1994,0.7704,0.9375,0.2811,0.839,0.9588,65.1,90.89,57.91
38.04312,23.97749,0.2049,0.8445,0.4927,0.8277,0.278,0.6757,74.56,73.1,90.52
-4.15361,13.55,0.8459,0.9743,0.6489,0.6022,0.0329,0.6118,91.2,9.59,43.97
35.05417,33.24583,0.1494,0.2499,0.4869,0.1079,0.2604,0.9762,47.24,86.01,80.43
15.3684,-4.2628,0.5648,0.7111,0.2789,0.6028,0.3338,0.2763,76.75,77.33,15.65
11.84428,121.88841,0.2602,0.9315,0.3779,0.9883,0.2692,0.213,61,32.71,72.65
49.8489,3.2876,0.4109,0.8913,0.7095,0.8608,0.7884,0.02,91.35,97.56,62.61
-8.3728,113.4791,0.5195,0.3848,0.8828,0.6721,0.3401,0.0701,58.95,92.14,83.7
32.05468,112.12011,0.2316,0.226,0.6527,0.4754,0.9399,0.8983,18.54,53.43,75.71
30.29483,120.14342,0.8286,0.1682,0.1122,0.0052,0.4822,0.3373,55.19,79.51,54.53
11.58901,43.14503,0.6774,0.7476,0.2436,0.0042,0.2605,0.6532,65.48,6.82,11.07
68.88333,33.01667,0.8402,0.8546,0.6683,0.2725,0.5818,0.8784,31.89,90.27,51.09
28.98771,108.14294,0.5435,0.2567,0.4089,0.7177,0.7536,0.9591,35.11,57.93,60.85
52.31478,19.40701,0.2579,0.1782,0.395,0.1592,0.7183,0.1896,97.08,47.77,44.31
-2.68333,33.98333,0.4937,0.0957,0.0576,0.8548,0.3055,0.7284,53.35,47.06,86.4
-5.96667,-77.93333,0.6036,0.3036,0.7301,0.2636,0.7808,0.6896,77.58,37.87,3.74
-7.63369,39.05818,0.1484,0.2794,0.9398,0.9621,0.7955,0.3403,10.08,47.27,6.75
13.75684,107.88624,0.6196,0.8973,0.4048,0.2578,0.9925,0.9138,97.39,93.94,98.24
52.3358,5.2192,0.1773,0.2108,0.32,0.8747,0.8815,0.7049,39.08,19.91,49.2
31.46586,-7.61199,0.8133,0.0424,0.5299,0.7854,0.572,0.361,60.37,58.01,83.43
33.84529,113.68135,0.5393,0.8338,0.0901,0.8218,0.8755,0.4518,73.38,77.93,83.53
45.77784,129.99248,0.3636,0.6635,0.1489,0.0301,0.451,0.296,66.2,9.3,13.85
-19.79151,-63.19864,0.4711,0.5389,0.8965,0.441,0.7861,0.8748,99.23,17.24,4.71
49.74301,21.4175,0.419,0.4216,0.1786,0.4366,0.1465,0.8272,0.05,65.24,6.71
-6.923,112.1507,0.4448,0.3409,0.8966,0.076,0.1747,0.1853,19.73,43.3,35.58
24.61694,113.67068,0.1761,0.7765,0.9006,0.5845,0.6866,0.5749,95.19,83.95,21.15
33.7867,-117.8742,0.961,0.0294,0.8941,0.4995,0.1107,0.8272,22.38,3.97,79.08
22.12948,112.80747,0.147,0.9636,0.376,0.5723,0.4747,0.3209,27.41,82.62,21.56
7.88481,98.40008,0.5119,0.4894,0.9337,0.6579,0.185,0.9475,74.98,61.69,28.68
50.67318,13.94184,0.6608,0.9196,0.7652,0.8194,0.9106,0.3159,20.1,53.19,83.68
22.7341,113.48302,0.1433,0.7162,0.863,0.7593,0.5175,0.4003,37.88,74.6,5.35
46.56165,126.1601,0.216,0.8172,0.7658,0.0773,0.9239,0.7283,97.22,14.69,24.03
49.47167,6.36583,0.6672,0.9039,0.7546,0.4411,0.0976,0.8853,53.04,92.73,98.06
61.1191,22.30976,0.477,0.234,0.121,0.5541,0.4565,0.8915,71.58,19.59,90.49
40.5973,-74.0768,0.967,0.5008,0.596,0.5164,0.8761,0.4258,39.83,98.44,65.19
-14.95,-70.4,0.3395,0.6869,0.4367,0.432,0.0761,0.377,28.54,67.48,32.72
-4.1348,29.804,0.2694,0.7639,0.8465,0.6014,0.8039,0.6219,29.39,95.94,10
36.76806,10.27528,0.4311,0.6559,0.6974,0.1977,0.8961,0.8807,42.06,11.56,60.28
22.36062,113.59624,0.9371,0.4286,0.7962,0.6829,0.9719,0.2643,25.98,90.29,60.72
-10.6875,-37.86167,0.5587,0.3912,0.5685,0.3015,0.8504,0.3164,43.41,78.16,53.18
52.36271,21.29047,0.2738,0.728,0.6822,0.8181,0.748,0.2091,24.48,71.8,97.69
2.33722,98.90539,0.7992,0.6144,0.6344,0.1456,0.0338,0.619,22.06,65.1,98.69
49.88005,36.73723,0.5144,0.6631,0.0573,0.6052,0.7342,0.7811,1.85,19.15,14.32
-9.77418,124.47492,0.7553,0.5265,0.2394,0.4548,0.8225,0.7268,16.97,79.12,24.25
42.32139,21.35833,0.5796,0.2688,0.2244,0.2742,0.5458,0.116,45.35,34.56,28.46
13.81436,45.3923,0.3139,0.3417,0.2822,0.0001,0.2983,0.7044,33.19,25.77,94.67
-6.9257,111.5418,0.5167,0.0029,0.1964,0.4128,0.2599,0.8764,31.75,82.06,47.92
49.63336,-105.98446,0.3681,0.8856,0.8162,0.7148,0.1127,0.9031,97.25,90.98,49.15
49.94737,36.03736,0.9318,0.8318,0.8413,0.1345,0.5416,0.6493,9.76,26.14,33.8
45.82646,130.69164,0.2431,0.0263,0.3661,0.843,0.8288,0.9565,58.11,16.81,29.66
24.92109,113.97646,0.3815,0.3298,0.7824,0.6637,0.9142,0.4512,77.34,61.96,11.11
-36.14311,-71.82605,0.766,0.2803,0.8873,0.5641,0.6703,0.9146,84.45,24.24,7.98
-21.22583,-43.77361,0.1259,0.2877,0.4942,0.2328,0.438,0.5757,62,89.66,74.73
45.117,41.0267,0.136,0.2554,0.6856,0.7988,0.3126,0.7086,6.43,99.41,13.27
50.38278,106.10556,0.319,0.1729,0.3298,0.2907,0.7623,0.3404,23.04,1.98,48.57
44.10639,43.27556,0.0073,0.2694,0.8998,0.5109,0.6046,0.7947,1.41,42.7,34.95
-8.1,-77.48333,0.5365,0.3295,0.4787,0.3137,0.9371,0.6206,42.18,24.2,19.46
1.61361,16.05167,0.8508,0.2908,0.6645,0.2243,0.5523,0.4184,27,97.69,84.28
5.15705,10.1771,0.8312,0.7673,0.0585,0.3242,0.5568,0.2442,15.63,20.08,24.38
-7.3224,108.0052,0.1982,0.3843,0.2971,0.1265,0.542,0.4898,19.36,89.09,79.75
41.1611,-8.3778,0.2373,0.2187,0.6816,0.0024,0.4265,0.776,80.37,25.32,31.34
13.75737,7.9874,0.763,0.5889,0.1391,0.9583,0.8773,0.1221,97.99,15.24,52.33
-29.23202,-61.76917,0.4099,0.7239,0.0537,0.6373,0.0415,0.9288,8.66,66.88,43.51
55.1282,39.7956,0.4397,0.9988,0.7474,0.7068,0.8605,0.1495,93.87,21.92,40.14
16.01667,103.95,0.6382,0.3939,0.8819,0.6127,0.4041,0.5485,11.5,93.11,80.2
7.94946,80.75037,0.9162,0.0799,0.6064,0.2947,0.9853,0.1744,60.46,1.94,16.22
42,21.32778,0.8444,0.745,0.0348,0.3118,0.1236,0.7541,47.81,44.2,63.9
0.646,124.3074,0.8698,0.0538,0.1651,0.9844,0.8077,0.5964,8.15,7.75,33.72
38.41667,24.03333,0.6739,0.1404,0.4878,0.5701,0.3395,0.149,87.67,51.26,84.7
37.61469,113.66499,0.9415,0.9777,0.8047,0.4463,0.3755,0.2041,1.71,26.25,28.09
43.6223,7.0472,0.1363,0.5482,0.0069,0.8425,0.46,0.0449,12.07,35.73,36.46
29.37455,113.09481,0.0839,0.3111,0.8003,0.4535,0.9996,0.9936,50.77,43.72,64.66
30.3516,120.28559,0.2611,0.8823,0.5386,0.3479,0.4335,0.694,67.94,7.25,9.72
16.65791,101.02208,0.4001,0.6206,0.5459,0.3369,0.5446,0.2312,39.72,10.89,15.56
41.21556,19.97139,0.5601,0.6049,0.157,0.9121,0.5502,0.8412,76.99,74.73,78.08
28.54657,68.22308,0.9474,0.2905,0.6566,0.652,0.8998,0.6088,17.63,18.67,6.26
31.36866,114.37021,0.9194,0.6646,0.3704,0.7711,0.4844,0.033,86.9,70.93,78.75
11.54444,-72.90722,0.5598,0.3122,0.2856,0.2721,0.9412,0.0997,20.87,40.95,62.19
36.03107,139.72636,0.3992,0.1979,0.6441,0.5915,0.7561,0.6912,39.97,50.27,67.22
-6.7761,111.2248,0.5507,0.6971,0.0662,0.1076,0.0124,0.0651,33.23,92.06,38.84
60.6036,15.626,0.0681,0.6053,0.6346,0.752,0.245,0.1708,64.44,94.89,40.12
28.44238,121.37741,0.3643,0.2738,0.723,0.531,0.9228,0.3923,35.57,88.53,67.86
50.0621,22.18054,0.3072,0.246,0.7885,0.7968,0.0641,0.5033,66.55,6.9,63.96
12.85042,-87.17167,0.0931,0.7166,0.3752,0.0774,0.5442,0.421,50.28,51.56,88.55
29.32412,117.54347,0.7667,0.0971,0.0742,0.9199,0.9403,0.6322,25.96,65.57,24.71
29.04681,34.6634,0.6482,0.2237,0.3184,0.7464,0.3417,0.533,29.18,73.32,29.71
-33.8678,151.2073,0.6197,0.7703,0.4649,0.824,0.7665,0.3079,81.49,7.48,1.7
13.66667,121.11667,0.0039,0.5422,0.5245,0.1779,0.4343,0.0141,88.76,48.22,91.74
37.9074,112.55774,0.7724,0.7054,0.7378,0.7978,0.0004,0.921,33.4,47.47,73.12
29.37779,109.55505,0.2398,0.1857,0.6181,0.8611,0.6312,0.5024,53.81,33.04,90.17
50.93079,18.9909,0.7175,0.4311,0.4903,0.3439,0.627,0.8377,79.07,91.37,88.41
-7.93611,-35.29028,0.6045,0.3392,0.1054,0.0724,0.1363,0.3687,64.53,50.53,51.39
22.90361,-83.15917,0.5471,0.7517,0.4063,0.9449,0.6637,0.1698,64.03,55.11,18.69
-7.1958,108.1224,0.5407,0.5724,0.7535,0.8074,0.9063,0.1506,47.47,76.47,90.42
49.98548,18.05212,0.8997,0.3582,0.0714,0.0713,0.6893,0.8878,18.35,12.35,23.29
53.14821,18.17036,0.3795,0.531,0.5722,0.7799,0.8711,0.3599,21.32,3.52,93.72
13.9903,121.139,0.8438,0.5185,0.3538,0.411,0.9324,0.1597,12.4,99.6,14
40.60215,22.1943,0.0934,0.813,0.7763,0.7556,0.9595,0.9011,96.48,87.47,66.13
39.56667,22.46667,0.1681,0.7062,0.5383,0.4066,0.4868,0.1888,10.97,35.71,2.07
-4.73333,38.1,0.1817,0.4944,0.7682,0.3735,0.2753,0.4526,11.19,6.5,17.06
48.7842,1.9552,0.0776,0.4191,0.3042,0.8107,0.0256,0.6688,99.3,76.63,35.87
10.11161,9.82604,0.7654,0.2545,0.1318,0.6108,0.0063,0.8054,37.33,99.38,73.8
55.61167,39.57665,0.8961,0.3006,0.705,0.0016,0.6423,0.2003,96.36,72.56,16.22
7.86667,123.06667,0.4956,0.9211,0.84,0.2684,0.3184,0.3403,50.18,92.53,68.01
-6.6544,111.5034,0.5674,0.8318,0.3821,0.7412,0.1322,0.061,31.08,8.09,97.81
47.0372,126.18124,0.3129,0.1489,0.9852,0.7875,0.7229,0.9329,34.3,99.51,97.8
-3.50306,-80.27306,0.0685,0.003,0.9017,0.0919,0.729,0.5817,97.94,53.16,8.16
-31.663,-63.04505,0.1158,0.0441,0.0228,0.5215,0.997,0.6123,0.91,97.91,29.99
36.03799,138.11308,0.7778,0.0952,0.84,0.6575,0.3672,0.8689,25.69,38.66,68.39
38.85154,114.5503,0.0185,0.9002,0.748,0.783,0.6651,0.5269,18.24,32.53,49.84
39.69833,115.9925,0.7528,0.3895,0.7393,0.565,0.0015,0.4823,20.43,61.07,19.46
25.40006,117.57376,0.6874,0.8382,0.593,0.8042,0.3905,0.3196,64.77,1.53,25.39
50.20647,12.738,0.6095,0.9504,0.6852,0.8131,0.031,0.1811,52.31,87.17,43.99
-6.8169,111.7633,0.4714,0.7526,0.4558,0.0635,0.2387,0.8767,56.97,50.1,26.15
-10.0431,124.3382,0.7644,0.3109,0.1117,0.5347,0.7109,0.5508,29.59,59.15,42.22
48.67448,28.84641,0.0881,0.4231,0.0313,0.8874,0.5618,0.6724,39.91,88.36,14.52
22.89146,115.21138,0.4487,0.7551,0.8247,0.8506,0.5331,0.1408,50.31,12.27,49.58
32.10188,35.32188,0.7441,0.0709,0.6028,0.0792,0.038,0.9781,19.66,78.42,13.86
-5.89056,-38.62194,0.5716,0.815,0.368,0.3347,0.9195,0.3,95.6,32.68,20.99
35.37111,139.22361,0.041,0.0651,0.599,0.6643,0.8638,0.5939,92.16,40.96,45.83
61.6656,40.2013,0.2831,0.4843,0.0165,0.2697,0.4184,0.9992,19.07,73.95,43.16
-9.5889,124.458,0.4328,0.3214,0.9323,0.5162,0.0564,0.3962,48.6,91.17,31.4
58.7794,57.7822,0.4092,0.8691,0.5096,0.3806,0.0795,0.0596,40.41,70.05,8.76
36.68333,71.53333,0.6546,0.3801,0.1328,0.6939,0.8641,0.5613,85.17,43.57,32.66
16.70056,44.41454,0.598,0.9139,0.8584,0.4891,0.2079,0.239,20.36,92.04,64.34
39.87028,117.34667,0.3043,0.8888,0.0768,0.3464,0.4277,0.1598,48.73,75.83,45.65
-16.7,-151.01667,0.6061,0.7053,0.0173,0.5044,0.4136,0.2235,51.08,57.76,64.96
35.90807,139.65657,0.0479,0.0727,0.0902,0.2798,0.9057,0.0965,45.43,70.24,37.67
25.84356,116.01545,0.6587,0.6298,0.9666,0.4907,0.7892,0.1911,66.62,45.44,45.07
28.26667,109.95,0.5405,0.2181,0.1569,0.8446,0.2133,0.153,85.39,41.21,78.77
13.8771,121.91305,0.4084,0.7195,0.4989,0.8073,0.8386,0.9561,2.05,99.11,47.23
38.06019,23.79264,0.4402,0.8742,0.647,0.294,0.6668,0.139,28.85,87.09,88.98
43.29694,17.01778,0.8074,0.4767,0.0662,0.1661,0.2674,0.4196,71.55,76.41,12.46
55.045,60.10833,0.7463,0.4575,0.2601,0.8422,0.7414,0.9743,24.22,98.22,17.63
-14.97928,34.95575,0.4551,0.4806,0.5183,0.8576,0.1982,0.5273,19.86,41.21,38.89
33.58196,71.44929,0.8058,0.4535,0.8891,0.1828,0.102,0.0889,39.37,98.25,47.51
17.47378,121.46799,0.7507,0.8736,0.8801,0.8551,0.3443,0.9105,77.14,80.43,3.82
22.67825,113.23134,0.8067,0.1991,0.6819,0.0423,0.4449,0.5814,43.63,69.22,48.15
-31.65179,-68.28105,0.1218,0.1063,0.9693,0.0798,0.7527,0.8264,28.87,83.69,57.42
13.49778,-89.02972,0.6238,0.1356,0.3519,0.9691,0.016,0.0172,42.94,56.8,17.77
40.41552,22.60392,0.9804,0.6424,0.2588,0.7946,0.1516,0.5322,32.22,74.91,81.7
41.6,-8.0833,0.8426,0.6177,0.4579,0.4641,0.6644,0.1132,45.92,46.85,96.38
52.91661,22.51712,0.4325,0.6469,0.3138,0.7547,0.6201,0.4128,78.86,6.73,35.92
-7.37333,-35.23806,0.5522,0.1833,0.509,0.1671,0.9755,0.4929,47.97,56.41,59.67
31.70711,109.92266,0.8716,0.7358,0.7093,0.1107,0.4002,0.9596,85.37,70.97,3.16
38.45598,48.87498,0.6662,0.0895,0.5075,0.4616,0.6028,0.9204,78.49,96.86,27.96
50.81693,14.96884,0.5953,0.8611,0.3257,0.0125,0.5805,0.563,48.95,82.98,38.46
12.05398,109.16004,0.3142,0.572,0.9983,0.8717,0.4093,0.0984,48.91,79.73,77.46
47.75,7.3333,0.3308,0.3909,0.6489,0.9123,0.5654,0.747,81.82,81.58,2.2
43.8058,4.6603,0.4357,0.0784,0.5628,0.2852,0.3479,0.6292,3.92,72.65,43.45
13.1029,123.6999,0.5112,0.7702,0.9822,0.0617,0.4958,0.2133,78.4,56.86,42.87
35.15417,33.2,0.2798,0.3076,0.804,0.2705,0.3375,0.4484,90.63,13.3,12.32
29.59638,115.32052,0.8912,0.0758,0.0873,0.2344,0.4596,0.5719,60.29,68.72,2.35
32.87682,110.62802,0.4424,0.1769,0.7914,0.0384,0.0545,0.4118,60.83,55.16,91.54
-25.96667,-55.18333,0.534,0.637,0.2681,0.566,0.5332,0.6891,5.4,48.49,90.15
29.39313,108.78459,0.5799,0.8445,0.2338,0.5171,0.2901,0.4274,97.28,55.4,63.11
45.05028,18.75556,0.9493,0.4726,0.322,0.6124,0.401,0.7589,56.94,12.57,64.82
7.01944,122.20111,0.2501,0.2457,0.489,0.5914,0.6625,0.8807,10.69,71.19,24.33
63.8284,20.2597,0.2436,0.8682,0.1658,0.0786,0.4682,0.2678,80.6,39,63.8
48.8817,2.3822,0.5364,0.9796,0.1311,0.0506,0.1297,0.1055,30.5,90.31,15.64
18.65016,-68.66281,0.9093,0.4669,0.3434,0.6588,0.8994,0.6485,60.86,20.58,8.57
39.64692,141.94057,0.219,0.5374,0.2542,0.9998,0.1824,0.983,65.29,9.06,96.27
24.65631,112.28351,0.8169,0.4257,0.2953,0.4174,0.5786,0.0265,14.22,8.1,22.27
39.3333,-9.3,0.5255,0.9057,0.0341,0.6902,0.0749,0.935,42.79,12.12,57.85
-7.0045,108.3984,0.8165,0.3249,0.2208,0.9393,0.8718,0.4624,61.17,73.53,12.94
9.03333,1.41667,0.4312,0.2216,0.1712,0.5098,0.1018,0.0353,96.59,81.59,17.91
-7.2815,108.2903,0.0721,0.2873,0.5642,0.5283,0.0131,0.9696,1.5,64.82,57.19
45.565,-73.90554,0.2207,0.1782,0.6867,0.1941,0.4246,0.0156,27.32,2.06,67.4
-8.5381,123.51,0.47,0.7429,0.8345,0.0513,0.5635,0.7649,41.06,57.14,28.83
36.71667,139.68333,0.9625,0.9201,0.0391,0.6303,0.8023,0.4842,56.04,31.89,16.4
8.07771,22.40075,0.6529,0.1984,0.2397,0.0685,0.2389,0.2916,44.16,54.62,1.84
-3.6486,103.771,0.3592,0.0474,0.1794,0.6893,0.1588,0.4733,36.18,53.72,41.5
35.61306,127.27944,0.9759,0.7145,0.9568,0.3966,0.5209,0.1535,62.04,56.08,68.12
10.25,123.25,0.425,0.1681,0.1211,0.0965,0.8754,0.2108,18.04,17.95,62.75
42.50722,20.36278,0.021,0.0461,0.1634,0.1922,0.4002,0.4334,80.01,30.35,54.78
12.88687,-86.53903,0.2539,0.5897,0.0139,0.2292,0.2507,0.781,73.65,6.66,36.73
49.0389,2.077,0.8238,0.6767,0.8618,0.4993,0.6176,0.7056,11.36,91.82,22.8
35.9675,128.93083,0.9932,0.4573,0.4568,0.4585,0.1986,0.7759,43.14,59.69,10.72
-6.3825,105.8361,0.2597,0.4555,0.3442,0.696,0.7628,0.5446,77.06,45.87,77.04
52.10727,22.13052,0.9801,0.3857,0.608,0.4464,0.4321,0.945,33.75,65.52,8.05
52.35533,71.88641,0.9034,0.2138,0.268,0.7546,0.4316,0.1509,92.57,97.84,89.4
-8.1904,122.8251,0.9958,0.5443,0.1165,0.5011,0.998,0.555,18.31,97.97,83.61
33.571,-101.8507,0.2293,0.4451,0.1036,0.7042,0.9658,0.1138,75.77,54.92,40.1
20.9658,-101.3244,0.226,0.8855,0.5046,0.7634,0.0185,0.3332,55.1,27.45,80.37
18.29434,-77.54239,0.2689,0.5886,0.2939,0.834,0.7776,0.856,0.12,88.59,54.75
61.67766,24.3572,0.3488,0.2628,0.1584,0.2865,0.7387,0.0427,20.91,97.79,30.72
8.92217,166.26344,0.3603,0.2482,0.831,0.5575,0.2867,0.8883,17.49,5.02,77.85
28.97672,109.5687,0.8302,0.1892,0.948,0.3009,0.1338,0.8021,44.89,27.33,64.71
-7.2793,107.8079,0.2935,0.3972,0.0992,0.5968,0.4158,0.2608,38.15,26.19,10.68
16.16003,100.59656,0.0497,0.7806,0.3407,0.8808,0.0628,0.1541,24.27,74.26,32.85
55.6759,12.5655,0.4766,0.3391,0.7795,0.361,0.1763,0.7041,83.37,12.92,84.68
41.5,-8.2278,0.2052,0.7589,0.6129,0.9913,0.0185,0.6983,29.46,81.97,32.21
29.57177,108.61017,0.1192,0.9735,0.3658,0.5233,0.2526,0.4342,54.07,61.77,83.93
51.24607,20.17476,0.4651,0.6715,0.3801,0.0446,0.8038,0.2957,5.05,81.04,57.5
10.34107,15.23288,0.3842,0.112,0.2682,0.7678,0.9015,0.7691,44.49,78.58,66.14
36.83833,100.82083,0.1272,0.1063,0.5608,0.2275,0.4131,0.0772,84.25,51.05,96.34
9.97625,-84.83836,0.3977,0.3876,0.3989,0.4689,0.115,0.6087,73.24,45.08,45.2
56.0458,99.5136,0.6233,0.3237,0.1536,0.8388,0.3886,0.9328,88.22,29.96,9.28
-23.41778,-49.09056,0.6697,0.8226,0.925,0.0545,0.1641,0.0616,78.16,71.73,91.74
28.23265,115.40841,0.982,0.7182,0.5007,0.0175,0.378,0.0456,44.55,70.15,79.38
15.64453,44.47337,0.6747,0.0415,0.3249,0.2313,0.0001,0.259,76.97,9.45,69.83
-19.05952,-169.91867,0.6769,0.3296,0.4432,0.7307,0.3547,0.6261,75.29,8.3,62.81
51.26992,22.63415,0.8568,0.016,0.4784,0.1304,0.3083,0.799,2.22,33.62,66.16
13.2322,121.1203,0.4832,0.5544,0.3783,0.5754,0.5461,0.7795,27.11,97.83,91.77
29.08953,108.25773,0.2024,0.2294,0.6416,0.0139,0.2352,0.1416,12.63,79.25,91.45
-28.05,-56.03333,0.9496,0.2931,0.4978,0.7222,0.9161,0.633,67.71,98.72,5.09
-7.7158,108.4467,0.4409,0.5627,0.898,0.7244,0.9467,0.3916,82.49,44.32,97.57
33.00959,113.03456,0.1882,0.2954,0.8769,0.3326,0.8333,0.6487,17.84,62.24,26.42
51.53131,20.00855,0.3885,0.9947,0.7617,0.1061,0.9427,0.3788,0.39,23.21,26.36
-28.76197,31.89329,0.2168,0.9165,0.7503,0.7195,0.0556,0.7395,62.11,92.14,94.36
14.89944,101.70833,0.8236,0.0097,0.1689,0.638,0.6709,0.5586,93.77,73.7,54.33
43.1167,5.9333,0.8685,0.4608,0.5015,0.6563,0.2083,0.4788,57.38,68.51,96.6
40.12248,45.35698,0.9858,0.6858,0.7074,0.3723,0.2895,0.8969,90.45,46.19,15.23
43.4833,-1.4833,0.4287,0.3436,0.7352,0.1812,0.0605,0.721,72.74,3.45,29.54
29.02805,114.03184,0.3569,0.3998,0.1977,0.6635,0.8405,0.7127,70.66,12.99,55.33
15.0333,120.7833,0.9151,0.0546,0.5965,0.4022,0.8049,0.8573,64.83,73.75,43.94
38.7717,-9.3732,0.3098,0.708,0.5324,0.0191,0.6075,0.5559,49.42,18.69,68.47
46.18833,16.93583,0.557,0.4462,0.4145,0.2299,0.873,0.4019,28.73,9.03,72.45
13.75028,-89.84222,0.165,0.8509,0.7201,0.5194,0.5617,0.9047,7.55,96.04,67.08
-39.92685,-68.34208,0.497,0.9063,0.9657,0.0588,0.3724,0.1975,38.97,53.21,95.07
23.75912,116.17092,0.6575,0.7357,0.3842,0.1035,0.6735,0.2734,66.18,75.34,42.87
47.9029,1.9039,0.6866,0.4325,0.7222,0.5119,0.1867,0.3651,42.91,89,17.76
5.29622,-75.8839,0.4946,0.047,0.8899,0.9549,0.4506,0.8827,92.47,13.77,76
42.3254,-89.1705,0.6804,0.5932,0.3564,0.9378,0.7758,0.9514,5.63,13.21,6.92
13.75398,100.50144,0.854,0.3496,0.2472,0.9676,0.4561,0.6011,77.57,23.16,82.7
-16.03352,34.80091,0.0473,0.1678,0.7648,0.4925,0.1652,0.3154,6.69,85.37,60.28
50.20036,19.04351,0.5946,0.3117,0.2861,0.0421,0.12,0.6405,62.01,1.68,97.8
-7.4474,108.5984,0.6242,0.7004,0.1,0.238,0.6036,0.0973,0.66,96.17,11.58
10.02889,-69.08944,0.0815,0.1171,0.6063,0.317,0.32,0.0386,43.23,8.09,81.33
12.50744,121.09041,0.0208,0.0174,0.3414,0.6972,0.0468,0.2041,81.2,28.85,46.78
48.4,-4.4833,0.4332,0.9037,0.4752,0.5996,0.9796,0.8374,15.82,10.4,20.76
37.4,140.38333,0.5416,0.7725,0.7518,0.7963,0.82,0.6459,38.67,84.53,66.43
-11.48889,-76.66194,0.3721,0.4082,0.0754,0.6693,0.811,0.4601,40.58,62.82,39.85
45.5806,-122.3748,0.0188,0.8124,0.5736,0.181,0.5552,0.3256,51.69,13.49,97.03
14.88333,-88.28333,0.5333,0.8494,0.8401,0.3263,0.6288,0.2267,62.39,92.21,9.83
13.09185,-86.35384,0.1137,0.5103,0.3113,0.0835,0.52,0.9877,42.25,27.75,41.48
19.59734,109.72075,0.3257,0.5317,0.1038,0.6048,0.0133,0.5811,79.51,51.93,71.08
45.15106,16.47869,0.644,0.6927,0.818,0.5809,0.2069,0.5151,10.26,36.29,18.3
15.938,120.2153,0.0911,0.6194,0.3661,0.9849,0.481,0.8265,39.32,90.14,98.79
-6.9873,112.2846,0.472,0.9634,0.4192,0.5571,0.7574,0.2223,39.28,71.89,40.45
-28.33392,23.06541,0.2766,0.8513,0.4834,0.8897,0.0119,0.1006,81.08,25.02,59.38
-6.9602,112.8521,0.5385,0.4071,0.955,0.379,0.3117,0.9659,78.59,36.79,78.59
45.5748,41.03496,0.0433,0.8647,0.2318,0.802,0.0156,0.2842,18.36,32.46,15.72
7.64667,-11.96111,0.9651,0.8512,0.1033,0.8909,0.0403,0.5728,76.62,54.75,39.15
-8.3735,114.895,0.2242,0.9717,0.0096,0.2074,0.2444,0.6284,5.17,50.44,55.37
49.11139,34.73556,0.1667,0.4177,0.1709,0.9191,0.2254,0.1678,33.63,69.83,73.88
22.16667,111.78333,0.6006,0.4868,0.1192,0.5769,0.5086,0.433,72.93,89.6,13.97
34.54424,-4.80355,0.4844,0.0019,0.1797,0.145,0.1841,0.5312,35.02,63.13,60.2
54.0024,27.7108,0.9951,0.8455,0.6438,0.6176,0.0901,0.8003,7.97,21.01,8.48
6.48333,38.51667,0.9717,0.0472,0.0325,0.9911,0.7677,0.4744,54.24,44.37,49.65
